index,website,title,about,lesson_type,purpose,summary,url,period,learning_time,price
43,아이스크림,"즐거운 대화, 하브루타로 수업하기","전국 유아, 초등, 중등교원 및 교육전문직",학습지도,● 하브루타 러닝의 학습 방법을 설명할 수 있다.|● 하브루타 러닝의 진행 프로세스를 알고 운영과 코칭을 할 수 있다.|● 하브루타 러닝을 한국 교육에 맞게 실천하고 활용할 수 있다.,"● 유대인은 배움을 위해서 배운다고 합니다. 무엇을 해야 하기 때문에, 무엇이 되기 위해, 누가 시켜서 배움을 하는 것이 아니라, 배우는 그 자체에 대해 의미를 찾으며 배움 그 자체를 중요시해야 합니다. 유대인에게 탈무드를 하브루타 러닝으로 배우는 것은 생각 프로세스, 사고 프로세스를 개발하기 위한 최상의 방법입니다.|● 유대인 토론인 탈무드 하브루타 러닝을 한국의 교육실정에 맞게 한국위인, 한국 역사, 학교생활 등에 필요한 내용으로 구성하여 학생과 교사가 함께 토론하고 생각하는 효과적인 방법을 제시합니다.",http://teacher.i-scream.co.kr/course/crs/creditView.do?crsCode=7034&searchOrdinalTyCode=TY01&sso=ok,4주,30시간,75000
44,아이스크림,"김영철, 타일러의 진짜 미국식 영어2","전국 유아, 초등, 중등교원 및 교육전문직",어학,1. 미국 문화를 이해하고 문화와 상황에 맞는 미국식 영어를 습득하여 활용할 수 있다.|2. 미국식 영어에 맞는 다양한 표현법과 실생활에 쓰이는 줄임말 등을 알아보고 활용할 수 있다.|3. 상황별 실생활 영어 90문장을 원어민의 억양과 발음을 듣고 따라하며 실제 기초 회화에 연습에 활용할 수 있다.,"● 실생활에 유용한 진짜 미국식 영어 표현으로 학습자들의 호응을 받았던 가 그 두 번째 이야기로 돌아옵니다.|● 미국 문화를 제대로 이해하지 않고는 왜 그 상황에 그렇게 영어를 사용해야 하는지를 잘 이해하지 못할 수 있다. 그 나라 언어를 배우려면 그 나라 문화를 이해하는 것이 중요하다! 이를 토대로 실생활에 더욱 어울리는 비유와 관용구, 미국인과의 대화에서 쓰지 말아야 할 단어, 미국인들이 많이 쓰는 생략법을 알아보며 진짜 미국식 영어를 습득하도록 할 수 있는 과정이다. 우리가 우리의 관점에서 보고 한국식 영어를 구사하고 있었다면 쉽고 다양한 상황별 문장들을 미국식 영어로 어떻게 호환하여 표현할 수 있는 지 알 수 있는 기회를 가질 수 있다. 한 스텝 한 스텝 영작의 생각의 흐름을 넘어서 비슷한 상황에서 자연스럽게 유사한 문장이 나오는 그 순간까지! 원어민의 상황별 억양과 발음까지 그대로 장착한다면 본 강의의 학습을 끝내고 나면 간단한 일상 기본 영어 회화에 자신감이 붙게 될 수 있을 것이다.",http://teacher.i-scream.co.kr/course/crs/creditView.do?crsCode=7035&searchOrdinalTyCode=TY01&sso=ok,4주,30시간,75000
45,아이스크림,"마음을 이어주는 마법, 타로 이야기","전국 유아, 초등, 중등교원 및 교육전문직",자기계발,"● 타로를 학생 상담에 어떻게 활용할 수 있을지 말할 수 있다.|● 타로 카드를 뽑아서 느끼고, 읽는 방법을 이해할 수 있다.|● 메이저 카드와 마이너 카드의 차이를 설명하고, 카드를 활용해 타로 상담을 할 수 있다.|● 타로를 활용하여 내담자와 적극적으로 라포 형성을 하여, 편안한 상담을 진행할 수 있다.|● 다양한 학생 상담 사례를 통해 타로 상담 방법을 이해하고 학교에서 학생과 동료 교사들에게 직접 상담을 해볼 수 있다.|● 타로로 학생을 상담할 때 주의 사항을 말할 수 있다.","복잡한 현대 사회에서 우리 아이들은 많은 고민을 하며 성장하고 있습니다. 교사들의 역할 중 하나는 이 아이들의 내면을 들여다보고 올바른 길로 갈 수 있도록 방향을 제시해주는 것이 아닐까요? 하지만 아이들의 마음을 여는 것은 여간 어려운 일이 아닐 수 없습니다. 만약 자연스럽게 아이들의 마음을 열고 깊은 내면의 이야기까지 끌어낼 수 있는 도구가 있다면 어떨까요? 자연스럽게 아이들의 마음을 열고 깊은 내면의 이야기까지 끌어낼 수 있는 도구가 바로 타로입니다.|학생 상담에서 타로 카드는 큰 효과를 발취할 수 있습니다. 특히, 상담에 거부감을 느끼는 학생들에게 타로라는 매개체를 활용하여 자연스럽게 상담 라포를 형성하여 상담을 이끌어 낼 수 있는 장점이 있습니다.|본 연수는 교사가 타로 전문가 상담사가 되게 안내하기보다는, 라포 형성을 위한 도구로서의 타로 카드를 소개해주고,  학생과의 이야기, 동료 교사들과의 이야기 장을 만들어 줄 타로를 안내합니다. 타로를 통해 선생님들의 내면을 비춰보고 학생들을 이해할 수 있도록 타로 카드 해석 방법부터 실제 상담 방법까지 알기 쉽게 알려드립니다. 마음을 이어주는 마법 같은 타로 이야기에 귀 기울여 보세요. 선생님과 선생님의 교실에 마법 같은 일이 일어납니다.",http://teacher.i-scream.co.kr/course/crs/creditView.do?crsCode=7037&searchOrdinalTyCode=TY01&sso=ok,4주,30시간,75000
46,아이스크림,"엑셀의 신, 학교에서 쓰는 쉬운 엑셀","전국 유아, 초등, 중등교원 및 교육전문직",ICT,● 엑셀을 통해 대용량 데이터를 관리할 수 있다.|● 표와 인쇄 설정을 통해 원하는 양식을 인쇄할 수 있다.|● 연산을 위한 수식과 함수를 통해 업무 자동화를 이룰 수 있다.|● 문서 보호와 공유 기능을 통해 공문서를 보호할 수 있다.|● 도형이나 도식을 활용해 문서를 시각화할 수 있다.|● 필터와 유효성 검사를 통해 데이터를 취합하고 분석할 수 있다.|● 피벗테이블을 통해 복잡한 데이터를 빠르게 요약할 수 있다.|● 매크로를 활용해 반복 작업을 자동으로 실행할 수 있다.,"빅 데이터 시장의 규모가 커지고 있는 지금, 데이터를 다루고 분석하는 일의 중요성도 함께 커지고 있습니다.|적게는 한 학년에서부터 많게는 전교생의 성적과 생활기록 등의 자료들을 다뤄야 하는 선생님의 교직 업무도 이런 데이터 분석과 밀접한 연관성을 띠고 있습니다.|데이터 분석이라고 하면 생소하고 어려운 분야지만 엑셀을 이용하면 어렵지 않게 많은 데이터를 모아서 요약해서 볼 수도 있고, 원하는 결과만 추출해서 확인할 수 있으며 한꺼번에 많은 자료를 취합, 분석할 수도 있습니다. 또한 높은 정확성과 보호 설정으로 교직 업무를 실수 없이 공공성을 지키며 처리할 수 있습니다.|따라서 본 연수는 선생님들이 단순, 반복 업무에 대한 비중을 줄여 교육현장 중심, 학생 중심의 교육설계에 집중할 수 있게 하고 또 실무에만 도움이 되는 것이 아니라 가까운 미래에는 학생들에게 데이터 분석에 대한 지도를 가능하게 하기 위한 기반을 다질 수 있게 돕고자 합니다.",http://teacher.i-scream.co.kr/course/crs/creditView.do?crsCode=7038&searchOrdinalTyCode=TY01&sso=ok,4주,30시간,75000
47,아이스크림,비접촉 놀이로 행복 가득 기분 좋은 교실,"전국 유아, 초등교원 및 교육전문직",학급경영,◎ 비접촉 교실 놀이를 통해 감염병 상황 속에도 즐거운 학급 문화를 조성을 할 수 있다.|◎ 사회적 분위기에 따라 접촉 상황에도 가능한 놀이 방법을 제시하여 놀이의 활용도를 높일 수 있다.|◎ 쉽고 간단한 교실 놀이를 통해 평상시 놀이 적용에 어려움을 겪거나 교실 놀이 적용에 도전하고 싶은 교사에게 도움이 될 수 있다.,◎ 감염병 상황 속 놀이로 푸는 학급 운영 방법 제시|◎ 감염병이 아닌 상황에서도 적용이 가능한 놀이 방법 제시|◎ 쉽고 간단한 교실 놀이로 행복한 학급 문화 조성|◎ 학습놀이를 통한 즐거운 차시 및 단원 정리 학습|◎ 친교놀이(관계형성놀이)를 통한 소통과 협의를 통한 학교 폭력 예방|◎ 놀이진행 방법 및 노하우 공유,http://teacher.i-scream.co.kr/course/crs/creditView.do?crsCode=7039&searchOrdinalTyCode=TY01&sso=ok,4주,15시간,40000
48,아이스크림,설민석의 한국사능력검정시험[심화],"전국 유아, 초등, 중등교원 및 교육전문직",학습지도,- 구석기 시대부터 광복 이후까지 한국사의 큰 흐름을 파악할 수 있다.|- 쉽고 재미있게 한국사 기초 소양을 쌓을 수 있다.|- 한국사능력검정시험 심화 자격증을 취득할 수 있다.,"본 과정은 '설민석의 한국사능력검정시험[심화]-상'(2학점) 30차시,  설민석의 한국사능력검정시험[심화]-하'(2학점) 30차시와 내용이 동일합니다.|'설민석의 한국사능력검정시험[심화]-상'(2학점), '설민석의 한국사능력검정시험[심화]-하'(2학점)을 수강하신 선생님은 본 연수의 학점 이수가 되지 않는 점 참고해 주시기 바랍니다.|※ 본 과정은 연수 종료 후 복습기간이 90일 입니다.",http://teacher.i-scream.co.kr/course/crs/creditView.do?crsCode=7047&searchOrdinalTyCode=TY01&sso=ok,4주,60시간,130000
49,아이스크림,알아두면 쓸모있는 교직실무,"전국 유아, 초등, 중등교원 및 교육전문직",자기계발,"● 교원의 자질과 역할, 의무를 이해하고 학교 현장에서 활용할 수 있다.|● 교직이행에 필요한 업무시스템을 이해하고 활용할 수 있다.|● 개정교과와 교육과정의 핵심 내용을 알고, 업무에 활용할 수 있다.|● 교육의 평가와 평가 도구에 대해 알고, 학교 현장에서 활용할 수 있다.|● 교육과정의 의미와 변천, 각 교육과정의 특징을 이해하고 최근 변화된 교육과정 및 평가에 대해 이해하고 활용할 수 있다.|● 교원의 임용, 상훈, 휴직과 복직, 승급제 등 교원 인사실무 전반에 대해 이해하여 적용할 수 있다.","교직실무의 핵심을 담은 최고의 교직실무 바이블! 교직의 전문성, 교직문화, 교권, 교육법규, 학급 및 학교 경영, 학교 업무의 재구조화, 정책 필수 교육 등 학교현장에 꼭 필요한 60가지의 실무적 내용을 이해하기 쉽게 구성하였습니다. 본 과정은 학교 현장에서 실무 처리에 대한 어려움을 겪고 있거나 실무에 보다 효율적으로 대처하고 싶은 교원들을 위한 과정입니다. 교직실무에 대한 이해를 높이고 원활한 업무를 수행하는 교원으로서의 전문적 역량을 높여보세요.",http://teacher.i-scream.co.kr/course/crs/creditView.do?crsCode=7051&searchOrdinalTyCode=TY01&sso=ok,4주,60시간,130000
50,아이스크림,학생을 살리는 학교공간혁신,"전국 유아, 초등, 중등교원 및 교육전문직",자기계발,(1) 학교공간혁신에 대한 개념과 특성을 이해하고 설명할 수 있다.|(2) 학생을 살리는 공간혁신의 필요성에 공감하고 학교와 교사가 실천할 수 있는 여러 방법과 사례들을 설명할 수 있다.,"학교공간혁신이란 말 그대로 학교 공간을 혁신한다는 의미이다. 학생이 중심인 공간으로 변화시키는 것이다. 학교 공간을 바꾸면 놀랍게도 학교폭력, 학교 시설물 파괴, 교사에 대한 반감 표출 등 부정적인 상황이 줄어든다고 한다. 학교 환경만 바뀌어도 학생들이 달라지는 것이다.|기본적으로 큰 예산이 필요한 학교공간혁신 사업은 사업 공모, 신청, 선정, 사전 워크숍, 공간 및 참여 수업, 디자인 협의, 설계 계획, 시공, 평가의 과정으로 진행된다. 학교 시설 내 기본 환경, 안전, 노후, 미관 등을 보완하기 위한 것들이 포함되며 이의 주체는 학생, 교원, 교직원, 학부모 등 학교와 관련된 모든 사람들이 된다. 본 과정에서는 많은 예산이 필요한 공간 재구성뿐만 아니라 별도의 예산 없이도 할 수 있는 여러 방법들을 고민하여 제시하고자 한다.",http://teacher.i-scream.co.kr/course/crs/creditView.do?crsCode=1162&searchOrdinalTyCode=TY01&sso=ok,4주,30시간,75000
51,아이스크림,우리 아이 첫 사회성 수업,"전국 유아, 초등교원 및 교육전문직",생활지도,"1.가정, 학교의 다양한 상황 속에 아이들이 함께 어울리고 성장하도록 도울 수 있다.|2. 사회성에 대한 올바른 개념을 세우고 함께 관계 맺는 방법을 찾을 수 있다.|3. 기질에 맞는 사회성 훈련 방법과 전문가 코칭을 통해 아이의 특성을 파악하고 이를 적용할 수 있다.","아이들이 유치원, 초등학교 입학하는 순간, 부모들의 가장 큰 관심 거리는 무엇일까요?|학업 문제와 더불어 가장 큰 관심거리는 ‘교우 관계’, 바로 ‘사회성’ 입니다.|학교에서 일어나는 많은 문제들 역시 교우 관계 안에서 일어나는 갈등이 많습니다.|이번 연수를 통해 사회성의 개념을 제대로 정립하고, 아이가 경험하는 가장 첫 번째 사회적 공간인 가정,|두 번째 사회적 공간인 학교, 유치원 안에서 건강한 사회성을 기르기 위한 자기 존중, 책임, 절제, 배려, 공감 등의 기본 가치를 습득하고|원활한 소통과 성장의 방법을 함께 찾아볼 수 있습니다.|또한, 학교나 가정에서 함께 고민해볼 수 있는 질문과 활동을 함께 엮어 학생들의 사회성 향상에 실질적인 도움을 주고자 합니다.",http://teacher.i-scream.co.kr/course/crs/creditView.do?crsCode=1159&searchOrdinalTyCode=TY01&sso=ok,4주,30시간,75000
52,아이스크림,속 시원하게 말하는 리얼 원어민 영어,"전국 유아, 초등, 중등교원 및 교육전문직",어학,1. 실제 일어날 수 있는 상황별 주제들로 실제 원어민의 대화를 학습한다.|2. 원어민과의 대화 상황에 대한 두려움을 없앤다.|3. 아리송했던 속어/관용어 들을 배우고 영어 학습에 재미와 관심을 갖는다.,"일상생활 속 일어나는 여러 상황에서의 대화를 바탕으로 원어민의 표현들을 습득하고, 회화 연습을 통해 자연스러운 의사소통을 할 수 있도록 돕는 일상회화 강의입니다.|주제별 회화 학습에 최적화된 강의로 어휘, 숙어를 함께 학습할 수 있습니다. 흥미로운 소재와 실제적인 이야깃거리를 바탕으로 다각적인 말하기 및 언어 확장 훈련을 합니다.|중급의 회화 레벨로 인물 소개, 식당에서의 주문 등 일상적인 30가지 상황을 바탕으로 자연스럽게 학습과 복습을 할 수 있도록 구성되었습니다.",http://teacher.i-scream.co.kr/course/crs/creditView.do?crsCode=7016&searchOrdinalTyCode=TY01&sso=ok,4주,30시간,75000
53,아이스크림,시원스쿨 생기초 말하기 2,"전국 유아, 초등, 중등교원 및 교육전문직",어학,"1. 영어의 기본 문법을 넘어 보다 길고 복잡한 문장으로 말할 수 있다.|2. to 부정사, 접속사, 관계대명사 등의 올바른 사용법을 숙지하고, 실생활 문장에 적용시켜 말할 수 있다.|3. 원어민이 자주 쓰는 표현을 활용한 생동감 있는 영어를 구사할 수 있다.","‘누가+어쩐다’라는 영어의 기본 문장 구조를 넘어 확장된 문법 학습을 통해 다양한 표현으로 자연스러운 영어를 구사합니다.|그동안 딱딱하게만 느껴졌던 문법들을 자연스럽게 입으로 뱉어 보며 쉽게 ‘내 것’으로 만들 수 있습니다.|‘Lecture 1’ 강의를 통해 to부정사, 접속사, 관계대명사 등의 문법 구조와 문장 내뱉기 반복 연습을 한 후, ‘Lecture 2’를 통해 실생활에서 자주 쓰는 알짜배기 단어와 기타 필수 표현들을 적용시켜 영어로 내가 하고 싶은 말을 할 수 있게 됩니다.|다양한 형태의 대화 예문을 통해 말하기 표현력을 높일 수 있도록 구성하였으며, ‘학습 정리’ 코너를 통해 그날 배운 주요 표현을 체크해볼 수 있습니다.",http://teacher.i-scream.co.kr/course/crs/creditView.do?crsCode=7019&searchOrdinalTyCode=TY01&sso=ok,4주,30시간,75000
54,아이스크림,유네스코 아태교육원과 함께하는 세계시민교육,"전국 유아, 초등, 중등교원 및 교육전문직",생활지도,1 세계시민교육에 대한 개념과 가치를 이해할 수 있다.|2 세계시민교육 실천 역량을 강화할 수 있다.,"우리가 사는 지구는 다양한 인종, 다양한 문화가 서로 어울려 공존하는 곳이다.|그렇다면 세계시민교육이란 무엇인가? 세계시민교육은 인류 보편적 가치인 세계평화, 문화다양성 등에 대해 이해하고 인류의 지속 가능한 미래에 대해 공동체적 실천을 하기 위한 교육이다.|본 과정에서는 UN 지속가능발전목표(SDGs) 및 유네스코 교육2030을 기반으로 한 세계시민교육의 이론적 개념과 학교현장에서 세계시민교육을 실제 적용할 수 있는 풍부한 사례를 알아보고 학생들에게 효과적으로 교육하기 위한 실천 방안 등을 체계적이고 심도있게 제공한다.",http://teacher.i-scream.co.kr/course/crs/creditView.do?crsCode=1161&searchOrdinalTyCode=TY01&sso=ok,4주,30시간,75000
55,아이스크림,미술 속 진짜 아이심리 사로잡기,"전국 유아, 초등교원 및 교육전문직",학습지도,1. 미술 활동에 드러난 학생의 고민과 심리 상태를 파악할 수 있다.|2. 미술을 활용한 심리상담 방법을 알고 현장에 적용할 수 있다.|3. 학생의 문제 행동과 유형을 알고 교실 안에서 적절하게 대응할 수 있다.,"1. 다양한 교과 중 아이들의 심리 상태와 특성, 문제 행동이 가장 잘 드러나는 과목, 바로 미술!|- 미술 활동 중에는 아이들의 다양한 행동 양식과 심리 상태, 학습 태도 등이 잘 드러납니다.|미술, 심리 키워드를 통해 미술이 힘든 아이를 잘 지도하고, 교실 안에서 현실적으로 부딪히는 고민들을|심리 기제와 함께 분석하여 교사들의 아이 지도에 대한 자신감을 높혀 주고자 합니다.|2. 아이들의 마음과 행동을 잘 파악하고 이에 맞는 적절한 가이드 제공!|- 아이의 심리 파악과 상담에 필요한 현장 가이드와 함께|미술 치료에 대한 올바른 관점을 세울 수 있는 실용적인 내용으로 구성되었습니다.|3. 미술 지도 가이드와 학급경영 가이드를 한번에~|- 미술 수업 팁과 더불어 학급 운영과도 연결할 수 있는 교육방법을 소개하여 교실 안에서의 활용성을 높였습니다.",http://teacher.i-scream.co.kr/course/crs/creditView.do?crsCode=1160&searchOrdinalTyCode=TY01&sso=ok,4주,30시간,75000
56,아이스크림,Essential Grammar in Use,"전국 유아, 초등, 중등교원 및 교육전문직",어학,"1. Usage Grammar의 다양한 문장들을 통해 자연스럽게 영어 기초 문법을 학습할 수 있다.|2. 문장의 구조와 원리를 이해하고, 영어로 읽고 말할 수 있다.|3. 다양한 영어 표현에 대한 이해를 높이고 실생활에서 응용할 수 있다.","회화를 위한 실전 문법! 유쾌하고 친절한 문법!|영문법 종합 학습 강의로 세계적인 영문법 베스트셀러인 캠브리지 대학 출판부의|의 원천 소스를 활용한 공신력 있는 내용으로 구성하였으며 다양한 예문으로 영어의 실전력을 높였습니다.|영문법 전문 강사인 앨리의 독창적인 교수법과 세련된 강의로 완성된 최신의 영문법 전문 콘텐츠입니다.|본 과정은 'Essential Grammar in use(1)'(2학점) 30차시,  'Essential Grammar in use(2)'(2학점) 30차시와 내용이 동일합니다.|'Essential Grammar in use(1)'(2학점), 'Essential Grammar in use(2)'(2학점)을 수강하신 선생님은 본 연수의 학점 이수가 되지 않는 점 참고해 주시기 바랍니다.",http://teacher.i-scream.co.kr/course/crs/creditView.do?crsCode=7013&searchOrdinalTyCode=TY01&sso=ok,4주,60시간,130000
57,아이스크림,한국어교원양성과정 Ⅰ,"전국 유아, 초등, 중등교원 및 교육전문직",자기계발,"1. 한국어의 다양한 특징과 현상을 다루는 한국어학에 대해 이해할 수 있다.|2. 한국어의 음운, 형태, 문법, 의미, 어휘, 역사, 어문규범 등을 전반적으로 이해할 수 있다.|3. 한국어음운론, 한국어문법론, 한국어화용론, 한국어어문규범 등 한국어교원양성과정 3급의 1영역에 해당하는 내용을 학습하여 실제 수업에 적용할 수 있다.","국립국어원의 코로나19 대응 지침에 따라|온라인실습이 2021년 2학기(2022년 2월 실습)까지|연장되었습니다.|본 연수원에서는|2021년 1학기 온라인실습을 8월 2일부터 시작|할 예정입니다.|■ 국립국어원 한국어교원 3급 취득 순서|① 아이스크림연수원에서 [한국어교원 양성과정] Ⅰ, Ⅱ, Ⅲ, Ⅳ 이수|② 오프라인 실습 이수(참관수업 및 모의수업)|③ 한국산업인력공단에서 주관하는 한국어교육능력 검정시험 접수 및 응시|▶ 접수사이트(큐넷): http://www.q-net.or.kr|④ 국립국어원 한국어교원 3급 자격심사 신청|▶ 신청사이트(국립국어원): http://kteacher.korean.go.kr|⑤ 국립국어원 한국어교원 합격자 발표 후 자격증 발송|(합격자 발표 후 2~3주 소요)|■문의사항|Q1.|큐넷에 자격증시험 접수 시 최소 과정 이수 조건|이 있나요?|A1. [한국어교원 양성과정] Ⅰ, Ⅱ, Ⅲ, Ⅳ의 각 과정 이수 및 실습 전이라도 자격증 접수는 가능합니다.|Q2.|실습(참관수업, 모의수업)을 신청할 수 있는 조건|이 있나요?|A2.|[한국어교원 양성과정]의 1영역, 3영역(60시간)을 이수한 경우|에 한해서 실습(참관수업, 모의수업)을 신청하실 수 있습니다.|Q3.|[한국어교원] 3급 자격증 취득을 위해서 Ⅰ, Ⅱ, Ⅲ, Ⅳ 과정 이수 및 실습은 언제까지 완료|하면 되나요?|A3.|한국산업인력공단 필기 시험일 전까지 모든 과정(Ⅰ, Ⅱ, Ⅲ, Ⅳ) 및 오프라인 실습의 이수를 완료|하시면 됩니다.|Q4.|한국어교원자격증 3급을 취득하기 위해서 모든 교육을 완료해야 하는 기간|이 있나요?|A4. 자격증 취득을 위해서는 한국어교원양성과정Ⅰ,Ⅱ,Ⅲ,Ⅳ 연수이수와 실습(강의 참관+모의수업)을|모두 2년 내 완료|하셔야 합니다.|한국어교원양성과정 최초 수업일로부터 만 2년 이내에 반드시 모든 과정을 수료하여야 합니다.|예시 날짜) 2020년 6월 25일이 첫 연수 시작일인 경우 2022년 6월 24일까지 모든 과정 완료|- 한국어교원양성과정Ⅰ,Ⅱ,Ⅲ,Ⅳ 연수 이수 + 실습(강의 참관+모의수업) 완료",http://teacher.i-scream.co.kr/course/crs/creditView.do?crsCode=0931&searchOrdinalTyCode=TY01&sso=ok,4주,30시간,75000
58,아이스크림,한국어교원양성과정 Ⅱ,"전국 유아, 초등, 중등교원 및 교육전문직",자기계발,"1. 일반 언어의 보편적인 구조와 특징을 다루는 일반언어학 및 응용언어학에 대해 학습하고 그 하위 내용에 대해서 이해한다.|2. 외국어로서의 한국어교육에 활용할 수 있는 외국어로서의 한국어교육론의 기초를 이해하고 외국어로서의 한국어교수법 전반에 해당하는 내용을 이해한다.|3. 언어학개론, 대조언어학, 사회언어학, 외국어습득론 등 한국어교원양성과정 3급의 2영역에 해당하는 내용과 한국어교육개론, 한국어교육과정론, 한국어능력평가론, 한국어발음교육론 등 3영역에 해당하는 내용을 학습하여 실제 수업에 적용할 수 있다.","국립국어원의 코로나19 대응 지침에 따라|온라인실습이 2021년 2학기(2022년 2월 실습)까지|연장되었습니다.|본 연수원에서는|2021년 1학기 온라인실습 모집이 8월 2일에 시작될 예정|입니다.|■ 국립국어원 한국어교원 3급 취득 순서|① 아이스크림연수원에서 [한국어교원 양성과정] Ⅰ, Ⅱ, Ⅲ, Ⅳ 이수|② 오프라인 실습 이수(참관수업 및 모의수업)|③ 한국산업인력공단에서 주관하는 한국어교육능력 검정시험 접수 및 응시|▶ 접수사이트(큐넷): http://www.q-net.or.kr|④ 국립국어원 한국어교원 3급 자격심사 신청|▶ 신청사이트(국립국어원): http://kteacher.korean.go.kr|⑤ 국립국어원 한국어교원 합격자 발표 후 자격증 발송|(합격자 발표 후 2~3주 소요)|■문의사항|Q1.|큐넷에 자격증시험 접수 시 최소 과정 이수 조건|이 있나요?|A1. [한국어교원 양성과정] Ⅰ, Ⅱ, Ⅲ, Ⅳ의 각 과정 이수 및 실습 전이라도 자격증 접수는 가능합니다.|Q2.|실습(참관수업, 모의수업)을 신청할 수 있는 조건|이 있나요?|A2.|[한국어교원 양성과정]의 1영역, 3영역(60시간)을 이수한 경우|에 한해서 실습(참관수업, 모의수업)을 신청하실 수 있습니다.|Q3.|[한국어교원] 3급 자격증 취득을 위해서 Ⅰ, Ⅱ, Ⅲ, Ⅳ 과정 이수 및 실습은 언제까지 완료|하면 되나요?|A3.|한국산업인력공단 필기 시험일 전까지 모든 과정(Ⅰ, Ⅱ, Ⅲ, Ⅳ) 및 오프라인 실습의 이수를 완료|하시면 됩니다.|Q4.|한국어교원자격증 3급을 취득하기 위해서 모든 교육을 완료해야 하는 기간|이 있나요?|A4. 자격증 취득을 위해서는 한국어교원양성과정Ⅰ,Ⅱ,Ⅲ,Ⅳ 연수이수와 실습(강의 참관+모의수업)을|모두 2년 내 완료|하셔야 합니다.|한국어교원양성과정 최초 수업일로부터 만 2년 이내에 반드시 모든 과정을 수료하여야 합니다.|예시 날짜) 2020년 6월 25일이 첫 연수 시작일인 경우 2022년 6월 24일까지 모든 과정 완료|- 한국어교원양성과정Ⅰ,Ⅱ,Ⅲ,Ⅳ 연수 이수 + 실습(강의 참관+모의수업) 완료",http://teacher.i-scream.co.kr/course/crs/creditView.do?crsCode=0932&searchOrdinalTyCode=TY01&sso=ok,4주,30시간,75000
59,아이스크림,한국어교원양성과정 Ⅲ,"전국 유아, 초등, 중등교원 및 교육전문직",자기계발,"◆ 한국어학의 이해, 표현, 문법, 어휘, 문화 교육론에 대해서 이해할 수 있다.|◆ 한국어학의 다양한 교수법을 이해하고 현장에서 적용할 수 있다.|◆ 한국어 교원양성과정 3영역과 4영역의 일부인 한국의 전통문화에 대해서 이해하고, 이를 실제 수업에 적용할 수 있다.","국립국어원의 코로나19 대응 지침에 따라|온라인실습이 2021년 2학기(2022년 2월 실습)까지|연장되었습니다.|본 연수원에서는|2021년 1학기 온라인실습 모집이 8월 2일에 시작|될 예정입니다.|■ 국립국어원 한국어교원 3급 취득 순서|① 아이스크림연수원에서 [한국어교원 양성과정] Ⅰ, Ⅱ, Ⅲ, Ⅳ 이수|② 오프라인 실습 이수(참관수업 및 모의수업)|③ 한국산업인력공단에서 주관하는 한국어교육능력 검정시험 접수 및 응시|▶ 접수사이트(큐넷): http://www.q-net.or.kr|④ 국립국어원 한국어교원 3급 자격심사 신청|▶ 신청사이트(국립국어원): http://kteacher.korean.go.kr|⑤ 국립국어원 한국어교원 합격자 발표 후 자격증 발송|(합격자 발표 후 2~3주 소요)|■문의사항|Q1.|큐넷에 자격증시험 접수 시 최소 과정 이수 조건|이 있나요?|A1. [한국어교원 양성과정] Ⅰ, Ⅱ, Ⅲ, Ⅳ의 각 과정 이수 및 실습 전이라도 자격증 접수는 가능합니다.|Q2.|실습(참관수업, 모의수업)을 신청할 수 있는 조건|이 있나요?|A2.|[한국어교원 양성과정]의 1영역, 3영역(60시간)을 이수한 경우|에 한해서 실습(참관수업, 모의수업)을 신청하실 수 있습니다.|Q3.|[한국어교원] 3급 자격증 취득을 위해서 Ⅰ, Ⅱ, Ⅲ, Ⅳ 과정 이수 및 실습은 언제까지 완료|하면 되나요?|A3.|한국산업인력공단 필기 시험일 전까지 모든 과정(Ⅰ, Ⅱ, Ⅲ, Ⅳ) 및 오프라인 실습의 이수를 완료|하시면 됩니다.|Q4.|한국어교원자격증 3급을 취득하기 위해서 모든 교육을 완료해야 하는 기간|이 있나요?|A4. 자격증 취득을 위해서는 한국어교원양성과정Ⅰ,Ⅱ,Ⅲ,Ⅳ 연수이수와 실습(강의 참관+모의수업)을|모두 2년 내 완료|하셔야 합니다.|한국어교원양성과정 최초 수업일로부터 만 2년 이내에 반드시 모든 과정을 수료하여야 합니다.|예시 날짜) 2020년 6월 25일이 첫 연수 시작일인 경우 2022년 6월 24일까지 모든 과정 완료|- 한국어교원양성과정Ⅰ,Ⅱ,Ⅲ,Ⅳ 연수 이수 + 실습(강의 참관+모의수업) 완료",http://teacher.i-scream.co.kr/course/crs/creditView.do?crsCode=0941&searchOrdinalTyCode=TY01&sso=ok,4주,30시간,75000
